asn_name,country,asn_num,count
AS268789,BR,268789,3
AS268796,BR,268796,3
AS269025,BR,269025,3
AS269259,BR,269259,3
"L B GOMES",BR,269303,3
"RACKSPACE - Rackspace Hosting",US,27357,3
"ACCESS HAITI S.A.",HT,27759,3
RSONet,AR,27964,3
"MHNET TELECOM",BR,28146,3
"TOTAL PLAY TELECOMUNICACIONES SA DE CV",MX,28414,3
"Uninet S.A. de C.V.",MX,28513,3
"Cablemas Telecomunicaciones SA de CV",MX,28545,3
"UNIVERSIDADE DE SAO PAULO",BR,28571,3
TTCNET,RU,28775,3
"ALTIBOX_AS Norway",NO,29695,3
"HVC-AS - HIVELOCITY VENTURES CORP",US,29802,3
ATI-ISP,TN,31245,3
ASSKYNETWORK,RU,31566,3
"H5COLO - H5 Colo Associates LLC",US,31893,3
"LIQUIDWEB - Liquid Web, L.L.C",US,32244,3
"UARNET-AS UARNet",UA,3255,3
MoRENet,MZ,327700,3
"TDC TDC A/S",DK,3292,3
"MEANSERVERS - Mean Servers",US,32931,3
"RMH-14 - Rackspace Hosting",US,33070,3
VOLGOGRADEC-AS,RU,33934,3
SYSTEM-NET,GE,34797,3
ENFORMATIC-AS,PL,35199,3
OVH-TELECOM,FR,35540,3
"COOLHOUSING-AS Vinohradska 190",CZ,35592,3
NAO,SE,35706,3
"DNEO-OSP7 - Comcast Cable Communications, LLC",US,36733,3
IPTECH,SS,36892,3
SWIFTNG-ASN,NG,36923,3
LiquidTelecommunicationRwanda,RW,37006,3
ComSysGH-AS,GH,37012,3
zain-as,GH,37140,3
MacroLAN,ZA,37353,3
SONIC-Wireless,ZA,37417,3
"VODAFONE-IN Vodafone India Ltd.",IN,38266,3
"SYMBIO-AS-AU-AP Symbio Networks",AU,38333,3
"HUT-AS-VN Ha Noi University of Technology",VN,38727,3
TERRANET-AS,LB,39010,3
"TXOXCOM - Txox Communications LLC",US,393429,3
COMUNICA_IT_SERVICES,CH,39616,3
CJ2-AS,NL,39704,3
"MTSNET-FAR-EAST-AS An Autonomous System for the Far East divisions",RU,39811,3
ALJAWWALSTC-AS,SA,39891,3
"NORTHLAND-CABLE - NORTHLAND CABLE TELEVISION INC.",US,40285,3
"CDELIGHTBAND - CLARKSVILLE DEPARTMENT OF ELECTRICITY",US,40749,3
STNSK-AS,RU,41024,3
TELEKABEL-AS,MK,41557,3
LANETUA2-AS,UA,41911,3
INNOVO-CLOUD,DE,42263,3
RESPINA-AS,IR,42337,3
ASAVATAR,UA,42441,3
EVANZOAS,DE,42730,3
STARLINE-AS,UA,42883,3
"UA-SEECH Zaporozhye, Lenina av. 170b",UA,43022,3
"KBT-AS Branch, former Kabbalktelecom",RU,43132,3
NET1-AS,BG,43561,3
VRMNT-AS,RU,43667,3
BIGNET-AS,UA,43668,3
TRC-CITY-AS,UA,44032,3
"SEFROYEKPARDAZENG-AS AS6736 - IRANET-IPM",IR,44285,3
OPSOURCE-UK,GB,44568,3
NBU-AS,BG,44805,3
"ICLNET-AS-AP Idea Cellular Limited",IN,45271,3
"WLSNET-AS-AP Wireline Solution India Pvt Ltd.",IN,45284,3
"LDP-AS-ID Lintas Data Prima, PT",ID,45305,3
"PC24NET-AS-ID PT PC24 Telekomunikasi Indonesia",ID,45325,3
"IPSERVERONE-AS-AP IP ServerOne Solutions Sdn Bhd",MY,45352,3
"READYLINK-AS-AP Readylink Internet Services Limited",IN,45536,3
"VIANET-NP Vianet Communications Pvt. Ltd.",NP,45650,3
"IS-FJ-AS Telecom Fiji Limited",FJ,4638,3
"ODN SoftBank Mobile Corp.",JP,4725,3
NETROUTING-AS,NL,47869,3
NEU-AS,JO,47887,3
NIXWAY-SRL,RO,47915,3
"INDOSATM2-ID INDOSATM2 ASN",ID,4795,3
"BRIZ-AS as briz.org.ua",RU,48195,3
"VOCUS-BACKBONE-AS Vocus Connect International Backbone",AU,4826,3
MEREZHA-UA-AS,UA,48437,3
EVEREST-AS,UA,49223,3
"ASSEFLOW Amsterdam Internet Exchange (AMS-IX)",IT,49367,3
ALFANET-PL-AS,PL,49528,3
ALFACOM-AS,RU,49641,3
SV-EN-AS,RU,50477,3
ISP-EASTNET-AS,UA,50780,3
"METRO-SET-AS Metroset Autonomous System",RU,50923,3
THCPROJECTS,RO,51177,3
SOGAZ-AS,RU,51748,3
"Lima Video Cable S.A. (Cabletel)",AR,52339,3
"Cable Televisora Color",AR,52436,3
"Tecnowireless Telecom Ltda",BR,52932,3
"ARENANET TEL COM E SERV EM INF LTDA",BR,53173,3
"NET INFORMÁTICA LTDA",BR,53176,3
"Clean Net Telecom Ltda",BR,53230,3
"NOGUEIRA & DANTAS LTDA",BR,53242,3
"IDIGITAL - Idigital Internet Inc.",CA,54643,3
"UPENN - University of Pennsylvania",US,55,3
"ORANGEINFOCOM-IN-IN 51/A RACHNA MIDAS GOKULPETH",IN,55341,3
"SHUJUJIA Beijing ShuJuJia Technology Co., Ltd.",CN,56019,3
"Internet Service Provider",IT,5602,3
"PASCAL-AS-ID PT Pascal Indonesia",ID,56260,3
DATAHATA-AS,BY,56740,3
GAT-AS,KG,57096,3
FACECAST-AS,RU,58029,3
TCI,IR,58224,3
AS58469,AF,58469,3
"BANGMODENTERPRISE-TH Bangmod Enterprise Co., Ltd.",TH,58955,3
"ZJCERT National Computer Network And Information",CN,59037,3
"WIFIKU-AS-ID PT Wifiku Indonesia",ID,59139,3
"NEWCOMP INFORMATICA E TECNOLOGIA LTDA",BR,61787,3
"Bahialink - Technology Ltda",BR,61902,3
ITK-AS,RU,62040,3
"SPIRAL-COMMUNICATIONS - Spiral Solutions and Technologies Inc.",US,62818,3
"CLOUDBASE Guangdong Cloudbase Technology Co., Ltd.",CN,63631,3
"RACEONLINE-BD Race Online Limited",BD,63969,3
"IDNIC-CIREBONKAB-AS-ID Pemerintah Kabupaten Cirebon",ID,64026,3
"NXTHOST-64398 NXTHOST.COM - NXTSERVERS SRL",RO,64398,3
"UNICOM-B-AS NREN - Bulgaria",BG,6802,3
"DRMSCPASN - Northland Communications",US,7828,3
"CLARANET-AS ClaraNET LTD",GB,8426,3
"DIGIT1-AS Digit One Moscow Network",RU,8905,3
RETN-AS,EU,9002,3
"INDONET-AS-AP INDO Internet, PT",ID,9340,3
"SAKURA-C SAKURA Internet Inc.",JP,9371,3
"WU-TH-AP Walailuk University",TH,9475,3
"KMITNB-AS-AP King Mongkut's Institute of Technology North Bangkok",TH,9533,3
"TOKAI TOKAI Communications Corporation",JP,10010,2
"SHYAMSPECTRA-AS SHYAM SPECTRA PVT LTD",IN,10029,2
"CELCOMNET-AP Celcom Internet Service Provider",MY,10030,2
"COQUI-NET - DATACOM CARIBE, INC.",PR,10396,2
OPTINET,ZA,10474,2
"FHDA-AS - Foothill-DeAnza Community College District",US,10867,2
ANGOLATELECOM,AO,11259,2
"RAPIDUS - Cogeco Cable Holdings Inc",CA,11290,2
"Television Internacional, S.A. de C.V.",MX,11888,2
"DIXIE-NET - ISP Associates, Inc. DBA Dixie-Net",US,12036,2
"INTERNAP-2BLK - Internap Corporation",US,12182,2
"LIWEST-AT Linz, Austria",AT,12605,2
MELITACABLE,MT,12709,2
"A1-TELEKOM-AT A1 Telekom Austria AG",AT,12793,2
VODAFONE_ICELAND,IS,12969,2
TELIANET,EU,1299,2
HTP-AS,DE,13045,2
"DOITGON-AS-AP Department of Information Technology, Government of Nepal",NP,131341,2
"LVSOFT-AS-VN Long Van Soft Solution JSC",VN,131414,2
"JDCOM Beijing Jingdong 360 Degree E-commerce Co., Ltd.",CN,131486,2
"AS13156 Palmela",PT,13156,2
"PEICITY-AS-TW Peicity Digital Cable Television., LTD",TW,131627,2
"GMOCL GMO CLOUD K.K.",JP,131921,2
"AHG-AS-AP Sanzar F Kakar T/A Afghanistan Holding Group",AF,132222,2
"CYHADCL-HK KWAI HING NETWORK TECHNOLOGY CO.LIMITED",HK,132325,2
"ARJUNTELECOM-AS ARJUN TELECOM PVT. LTD.",IN,133000,2
"WICOM-AS-AP Wicom Networks LLC",MN,133177,2
"VISIONSMARTLINK-AS-IN VISION SMARTLINK NETWORKING PRIVATE LIMITED",IN,133226,2
"APSFL-AS Andhra Pradesh State FiberNet Limited",IN,133287,2
"GTCL-AS-AP 5BB Broadband",MM,133384,2
"MAGNUSTELELINKS-AS-IN MNR Broadband Services Pvt. Ltd.",IN,133648,2
"SOFTCALLCOC-AS SOFT CALL CUST-O-CARE PRIVATE LIMITED",IN,133720,2
"HUAYUN-AS-AP Huayun Data Holdings Limited",HK,133779,2
"PARADISETEC-AS-AP Paradise Technologies Limited",BD,134186,2
"SLSPL-AS Smartlink Solutions Pvt. Ltd.",IN,134331,2
"IDNIC-UNHAS-AS-ID Universitas Hasanuddin",ID,134614,2
"CHINATELECOM-ZHEJIANG-WENZHOU-IDC WENZHOU, ZHEJIANG Province, P.R.China.",CN,134771,2
"CHINANET-GUANGDONG-SHENZHEN-MAN CHINANET Guangdong province Shenzhen MAN network",CN,134774,2
AS135059,LA,135059,2
AS135139,IN,135139,2
"ADCDATACOM-AS-AP ADCDATA.COM",HK,135330,2
"NAVYUG-AS-IN Navyug Networks Info Private Limited",IN,135686,2
"DATAISP-AS Datagram Network India Pvt. Ltd.",IN,135728,2
"DVS-AS-VN VIET DIGITAL TECHNOLOGY LIABILITY COMPANY",VN,135918,2
"VINACIS-AS-VN VinhNam Commercial informatics service corporation",VN,135944,2
"HDTIDCCLOUD-AS-AP HDTIDC LIMITED",HK,136038,2
"ZITLINE-AS-ID PT. Araz Inti Line",ID,136088,2
"ALLWEST - All West Communications, Inc.",US,13614,2
"ALLIED-AS Allied It Infrastructure And Services Pvt Ltd",IN,136373,2
"IDNIC-DISKOMINFOSMG-AS-ID Dinas Komunikasi dan Informatika Pemerintah Kota Semarang",ID,136843,2
"GIGABITBANK-AS-AP Gigabitbank Global",HK,136933,2
"KKNETWROK-AS-AP KK Networks (Pvt) Ltd.",PK,136969,2
"HIFI-AS-IN Hifi Broadband Pvt. Ltd.",IN,137593,2
"CHINATELECOM-ANHUI-ANQING-MAN AnQing",CN,137693,2
"BOOMINFOTECH-AS-AP Boom Info Tech (SMC-Pvt) Ltd",PK,138172,2
AS138340,KH,138340,2
AS138570,HK,138570,2
"IDNIC-BANJARKAB-AS-ID Pemerintah Kabupaten Banjar",ID,138816,2
AS138982,CN,138982,2
NETWORKI-AS,GB,15463,2
"ATMAN-ISP-AS ATM S.A.",PL,15694,2
DOMICILIUM-AS,GB,15766,2
WTNET-AS,DE,15943,2
"PRIMACOM-AS Messeallee 2",DE,16202,2
DATACOM-AS,RU,16301,2
"ACENS_AS (Spain) Hosting, housing and VPN services",ES,16371,2
"NV-ASN 013 NetVision Ltd.",IL,1680,2
E-money,CL,17126,2
"ATL-CBEYOND - CBEYOND COMMUNICATIONS, LLC",US,17184,2
"OBS-OCB_HONEY_ASN Orange Business Services â�� OCB Public Cloud Network (HONEY)",MY,17650,2
"CABLELINE-AS-KR Tbroad jeonju broadcast",KR,17854,2
"KWNU-AS-KR Kangwon National University",KR,17862,2
"BRAINPK-AS-AP Brain Telecommunication Ltd.",PK,17911,2
"MITENE mitene internet co., ltd.",JP,17961,2
"TOPWAY-NET ShenZhen Topway Video Communication Co. Ltd",CN,17962,2
"NTHU-TW National Tsing-Hua University",TW,18047,2
"CTCX Chubu Telecommunications Company, Inc.",JP,18126,2
"AS-ENECOM Energia Communications,Inc.",JP,18144,2
"Telefonica Moviles del Uruguay SA",UY,19422,2
BDINET-AS,PL,196891,2
PODRYAD-AS,RU,196949,2
AIRNET,LT,197225,2
DRAVANET-AS,HU,197248,2
CCNST-AS,DE,197524,2
OBENETWORK,SE,197595,2
FIRSTHEBERG,FR,197922,2
GR1,AE,198394,2
BEGET-AS,RU,198610,2
KOMDSL,DE,198726,2
QUATTRE-AS,ES,198760,2
AY-AS,IT,199026,2
MARBIS,DE,199610,2
"RACKSPACE - Rackspace Hosting",US,19994,2
FRAUNHOFER-MUENCHEN,DE,200943,2
NETZBETRIEB-GMBH,DE,201011,2
WAVE-AS,RU,201302,2
AS201771,SA,201771,2
ASN-COMMUNITYFIBRE,GB,201838,2
UPCLOUD,FI,202053,2
HIPER,DK,203953,2
SOLIST-AS,RU,204825,2
VEO-TV-ALAMEDA,ES,205575,2
KNET,IQ,206206,2
RAWI-NET-AS,PL,206442,2
"QSC-1 Mathias-Brueggen-Str. 55",DE,20676,2
"ASN-IDC T.NO.OM.I.NC",IT,20746,2
TELECOLUMBUS,DE,20880,2
VPSSC-AS,UA,210119,2
"BLICNET-AS # BLIC.NET AS peering info",BA,21107,2
"SKY-NET-AS LT-01115, Vilnius",LT,21211,2
"Corporación Telemic C.A.",VE,21826,2
"AUTOTEC - AutoTec LLC",US,21950,2
AxiomNET-AS,RW,22690,2
"Cemig Telecomunicações SA",BR,23106,2
"OCTV Obihiro City Cable Co.,Ltd.",JP,23629,2
"LINK3-TECH-AS-BD-AP Link3 Technologies Ltd.",BD,23688,2
"SCBDNET-AS-ID PT ARTHA TELEKOMINDO",ID,23953,2
"QTSC-AS-VN Quang Trung Software City Development Company",VN,24085,2
"YJL-MEDIATV-NET YEONG JIA LEH CABLE TV CO., LTD.",TW,24164,2
"AAMRA-NETWORKS-AS-AP aamra networks limited",BD,24323,2
"IIT-WICAM-AS-AP WiCAM Corporation, LTD",KH,24492,2
"MYREN-MY Malaysian Research & Education Network",MY,24514,2
"POWERNET-AS-ID PT. Power Telecom Indonesia",ID,24530,2
COMPLAT-AS,RU,24663,2
MAGNUS-AS,UA,24872,2
MCLAUT-AS,UA,25133,2
GAMTEL-AS,GM,25250,2
INTERTELECOM-AS,UA,25386,2
"LJUSNET-AS se.ljusnet Autonomous System",SE,25417,2
IPV6INFORMATICA,ES,25589,2
EUN,EG,2561,2
"FORTRESSITX - FortressITX",US,25653,2
"Media Networks Latin America SAC",PE,262182,2
"PAULO DE TARSO DE CARVALHO BAYMA FILHO",BR,262503,2
"PROMPT BRASIL SOLUCOES EM TI LTDA",BR,262558,2
"UWBR VOX Telecomunicações S/A",BR,262617,2
"GIGALINE INTERNET SERVICOS DE INFORMATICA LTDA",BR,262664,2
"F1NET LTDA",BR,262806,2
"YUNE INFORMATICA LTDA",BR,263137,2
"METRONET S.A.",NI,263177,2
"Conecta Telecom Ltda",BR,263270,2
"Click Telecomunicações e Informatica LTDA",BR,263433,2
"CMDNET Internet & Informática Ltda",BR,263652,2
"MALTA E CARVALHO LTDA - EPP",BR,263943,2
"FaleMais Comunicações LTDA",BR,263971,2
"Fiber Telecom Eireli - Me",BR,264030,2
"R & H COMERCIO DE INFORMATICA LTDA-ME",BR,264166,2
"Sem Fone Telecomunicações Ltda",BR,264217,2
"RS Portal Ltda.",BR,264281,2
"Smart Solucoes em Telecomunicacoes",BR,264293,2
"POINT TELECOMUNICAÇÕES LTDA ME",BR,264440,2
"GIGABYTE NETWORK COMERCIO E SERVICOS EIRELI - EPP",BR,264512,2
"RED PARAGUAYA DE TELECOMUNICACIONES SA",PY,264631,2
"VIARAPIDA TELECOMUNICAÇÕES LTDA - ME",BR,264943,2
"Wibo SA de CV",MX,265535,2
"BRICK TELECOMUNICACOES",BR,266537,2
"Pedro F Arruda Junior ME",BR,266623,2
"FLYTEC TELECOM SOCIEDAD ANONIMA",PY,266673,2
"NETBITS TELECOM",BR,267427,2
"KNS DE PINHO TELECOMUNICACOES",BR,267529,2
"FIBRANET INFORMATICA EIRELI ME",BR,267620,2
AS268035,BR,268035,2
AS268153,BR,268153,2
AS268224,BR,268224,2
AS268289,BR,268289,2
AS268350,BR,268350,2
AS268492,BR,268492,2
AS268756,BR,268756,2
AS268953,BR,268953,2
AS269026,BR,269026,2
AS269067,BR,269067,2
AS269729,HN,269729,2
"G2 NETWORK EIRELI ME",BR,270244,2
"A. M. LEMOS TELECOMUNICACOES",BR,270265,2
"ITACONECT SERVICOS DE COM. E MULT. LTDA",BR,270399,2
"PAZ & RAMOS INTERNET E TELECOMUNICACOES LTDA",BR,270464,2
"COLOSPACE - ColoSpace, Inc.",US,27382,2
"EDATEL S.A. E.S.P",CO,27695,2
"MERCO COMUNICACIONES",AR,28015,2
"ABGON COMUNICACIONES",CL,28098,2
"Cooperativa Villa del Rosario (Coovilros)",AR,28100,2
"Stratus Telecomunicacoes Ltda",BR,28187,2
"Rede Brasileira de Comunicacao Ltda",BR,28202,2
"Tv Cabo de Presidente Venceslau S/S Ltda. EPP",BR,28218,2
"VIP - SERVIÇOS DE TELECOMUNICAÇÕES LTDA.",BR,28240,2
"Ensite Brasil Telecomunicações Ltda - ME",BR,28263,2
"MMA ACESSORIOS E SERVICOS DE INFORMATICA LTDA.",BR,28300,2
"IFTNET Telecomunicacoes Ltda",BR,28330,2
"SOBRALNET SERVICOS E TELECOMUNICACOES LTDA - ME",BR,28368,2
"Cablevisión, S.A. de C.V.",MX,28548,2
"NLINK Comércio e Serviços Ltda",BR,28585,2
TATTELECOM-AS,RU,28840,2
SUEC-DACOR-AS,DE,28876,2
"SIPORTAL-AS Via Toledo, 5",IT,28999,2
TELECABLE-AS,BG,29030,2
"SINET-AS Research Organization of Information and Systems, National Institute of Informatics",JP,2907,2
HOMELAN-AS,BG,29580,2
"KMACAL - Kia Motors America, Inc.",US,30320,2
"WEBWORLD-AS t/a Web World Ireland",IE,30900,2
WALHALLA__AS30937,ES,30937,2
IKATELNET,ML,30985,2
SCANCOM,GH,30986,2
ENERGOTEL-AS,SK,31117,2
INLINE-AS,DE,31147,2
ONLINEDIRECT-AS,BG,31250,2
"Red Cientifica Peruana",PE,3132,2
TMO-NL-AS,NL,31615,2
"TRANSTELCO-INC - Transtelco Inc",US,32098,2
VOXILITY,GB,3223,2
"HWSERVICES-32400 - Hostway Services, Inc.",US,32400,2
"IWEB-AS - iWeb Technologies Inc.",CA,32613,2
METROFIBRE-NETWORX,ZA,327782,2
"HOSTINGSERVICES-INC - Hosting Services, Inc.",US,32780,2
"CMCS - Comcast Cable Communications, LLC",US,33659,2
TTCLDATA,TZ,33765,2
GD-EMEA-DC-CGN1,DE,34011,2
N-REGION,RU,34223,2
IMC-AS,UA,34251,2
CITYNET-AT-AS,AT,34347,2
"CYBERIA-RUH Cyberia Riyadh Autonomous System",SA,34397,2
"PTKOM-AS PortTelekom Autonomous system",RU,34470,2
"DANNAX-SK-AS http://www.dol.sk",SK,34820,2
"COSMONOVA-AS Cosmonova LLC",UA,34867,2
"KAMCHATKA-AS Kamchatka, Russia",RU,34974,2
KMS-DE_AS,DE,35244,2
PROVECTOR-AS,PL,35745,2
Cybersmart,ZA,36874,2
VTL-ASN,TZ,36908,2
webafrica,ZA,36943,2
AFNET-AS,CI,36974,2
ETISALAT-MISR,EG,36992,2
TGN,MG,37054,2
RTL-AS,UG,37063,2
globe-as,MW,37098,2
NETONE,AO,37155,2
CELL-C,ZA,37168,2
NBK,KE,37210,2
BITCO,ZA,37358,2
iPi9,GA,37390,2
GH-GTBank,GH,37534,2
ANINF,GA,37582,2
COOL-IDEAS,ZA,37680,2
TIZETI-AS,NG,37682,2
ABUZ1-AS,NG,37686,2
TUNISIANA,TN,37693,2
"NATIONAL-ROUTE-BD-MHK Bengal Group Ltd. Nationwide Internet Service Provider, Bangladesh.",BD,38256,2
"GRAHAMEDIA-NET-AS-ID GRAHAMEDIA INFORMASI, PT.",ID,38515,2
"NETSOFT-AS-ID Netsoft, PT",ID,38525,2
"WITRIBE-AS-AP WITRIBE PAKISTAN LIMITED",PK,38547,2
"DREAMSCAPE-AS-AP Dreamscape Networks Limited",AU,38719,2
"SPM-AS-ID PT. Sakti Putra Mandiri",ID,38761,2
"POLRI-AS-ID MARKAS BESAR KEPOLISIAN REPUBLIK INDONESIA",ID,38764,2
"CYBERPLUS-AS-ID PT Cyberplus Media Pratama",ID,38771,2
ULSK-AS,RU,39028,2
UNINET,AZ,39232,2
AS397651,US,397651,2
"AS40676 - Psychz Networks",US,40676,2
"ASTELNET Astelnet network",CZ,40964,2
"AIS-AS AIS AS Number",SE,41105,2
ERTH-CHEL-AS,RU,41661,2
"TDS-AS - TDS TELECOM",US,4181,2
GERKON-AS,RU,42498,2
LPOK-AS,FI,42621,2
HERBST-AS,DE,43503,2
NANO-AS,LV,43513,2
MTEL-AS,ME,43940,2
NEOTELECOM-AS,RU,44417,2
PARMATEL-AS,RU,44572,2
SZ2999,LV,44624,2
AZQTEL-AS,AZ,44725,2
"NETEASE-AS Guangzhou NetEase Computer System Co., Ltd.",CN,45062,2
"INTERLINK-TECH-AS-ID INTERLINK TECHNOLOGY, PT",ID,45298,2
"CLTNET-AS-KR cyberlogitec",KR,45366,2
"MOBILINK-AS-PK PMCL /LDI IP TRANSIT",PK,45669,2
"TGG-AS-ID Tele Globe Global, PT",ID,45706,2
"SKYTAP-TUK - Skytap, Inc",US,46160,2
"AS-SONICTELECOM - Sonic Telecom LLC",US,46375,2
"LGNET-AS-KR LG CNS",KR,4668,2
HPC-MVM-AS,HU,47169,2
KSI-KR-AS,PL,47273,2
KAMCHATPROFITBANK-AS,RU,47375,2
"MES KPN Belgium Business NV has been acquired by Mobistar",BE,47377,2
MANDARIN-AS,IT,47408,2
KTC3G,KW,47589,2
"ASN-IINET iiNet Limited",AU,4802,2
MCHOST-AS,RU,48282,2
KUBAN-TELECOM-AS,RU,48479,2
KYLOS-AS,PL,48505,2
SINDAD,IR,48551,2
PS,KZ,48716,2
HYPERNET-AS,PL,48956,2
UNIONLINE-AS,RU,49060,2
UTEAM-AS,UA,49125,2
HARMONYHOSTING-AS,FR,49434,2
DATATELEKOM,TR,49632,2
SILICON,ES,49635,2
NET-TELEVISION-AS,CZ,50025,2
AI-NET,GB,50056,2
NETGLOBAL-ASN,IT,50316,2
VORONEZH-AS,RU,50542,2
UAINET-AS,GB,50648,2
MASSRESPONSE-AS2,AT,51265,2
DBT-AS,TR,51540,2
UKRAINKA-AS,UA,51738,2
OM-SERVICE-NET-AS,UA,51937,2
"INTERCITY COMUNICACIONES S.A.",AR,52402,2
"UFLA - UNIVERSIDADE FEDERAL DE LAVRAS",BR,52853,2
"STETNET INFORMATICA LTDA.",BR,53054,2
"SURFIX TECNOLOGIA EM INTERNET LTDA",BR,53144,2
"UNS-AS-ID Universitas Sebelas Maret",ID,55684,2
AKSHI,AL,5576,2
"IPTELECOM-AP IPTELECOM ASIA",MY,55799,2
"CMNET-HUNAN-AP China Mobile communications corporation",CN,56047,2
"MYREPUBLIC-SG MyRepublic Ltd.",SG,56300,2
"MN-NDC-MN National Data Center building",MN,56301,2
MEDIANA-AS,UA,56347,2
ASROSTNET,UA,56359,2
"TEKSAVVY - TekSavvy Solutions, Inc.",CA,5645,2
"VIANET-NO - Via Computer and Communications (ViaNet)",CA,5690,2
ESOFT-AS,RU,57312,2
SERVEURCOM,FR,57809,2
CITYLAN-AS,UA,57949,2
HLINK-AS,RO,57993,2
"TECHMINDS-NP TECHMINDS NETWORKS PVT. LTD.",NP,58504,2
"KCCL-AS Kerala Communicators Cable Limited",IN,58969,2
"APOLLOONLINE-AS Apollo Online Services Pvt ltd",IN,59164,2
"CMPAKLIMITED-AS-AP CMPak Limited",PK,59257,2
"IDNIC-ALTRO-ID PT Altro Abirama",ID,59290,2
IPSERVICE-AS,UA,59478,2
AKIMA-AS,RU,59598,2
CAMPINADIGITAL,ES,59631,2
ASHOSTER,KG,59684,2
ONTELECOM-AS,RU,60042,2
SECUREDSERVERS-EU,EU,60558,2
"MARIST - Marist College",US,6124,2
RACKFOREST-AS,HU,62214,2
"HEZHONG Beijing wisdom network technology Co., Ltd. polymerization",CN,63691,2
"TPTECO-AS-VN TIEN PHAT TECHNOLOGY CORPORATION",VN,63731,2
AS64111,CL,64111,2
"BIGBRAIN - Big Brain LLC",US,64235,2
AS65287,Unknown,65287,2
"RISE-IDAHO - JAB Wireless, INC.",US,6594,2
"CENTURYLINK-TIER3-CLOUD - Qwest Communications Company, LLC",US,6640,2
ALKAR-AS,UA,6703,2
"MT-AS-OWN bul. Orce Nikolov bb",MK,6821,2
"Silica Networks Argentina S.A.",AR,7049,2
"BLOOMU-AS - Bloomsburg University",US,7150,2
"SOFTNET-AS-AP Software Technology Parks of India - Bangalore",IN,7633,2
"DHIRAAGU-MV-AP Dhivehi Raajjeyge Gulhun (Dhiraagu)",MV,7642,2
"REDIRIS RedIRIS Autonomous System",ES,766,2
Hondutel,HN,7727,2
"EXECULINK - Execulink Telecom Inc.",CA,7794,2
"COGECOWAVE - Cogeco Cable",CA,7992,2
ERTELE-AS,DK,8273,2
"TPN-AS Interoute Bulgaria JSCo.",BG,8390,2
"PGSM-HU Torokbalint, Hungary",HU,8448,2
BSH-AS,RU,8491,2
NAUKANET-AS,RU,8641,2
IWAY,CH,8758,2
BAT-AS9038,JO,9038,2
Beirut-Lebanon,LB,9051,2
TIMEWEB-AS,RU,9123,2
"TRUEIDC-AS-AP TRUEINTERNET Co.,Ltd.",TH,9287,2
"CENTRIN-AS-AP PT Centrin Utama",ID,9326,2
"HUFSNET-AS Hankuk University of Foreign Studies Computer Center",KR,9572,2
"SWIFTONLINE-AS-AP SWIFT ONLINE BORDER AS",IN,9830,2
"KNCTV-AS KangNam CableTV",KR,9943,2
"HOSTWAY-AS-KR Hostway IDC",KR,9952,2
"LVLT-1 - Level 3 Communications, Inc.",US,1,1
"KNU-AS Kyungpook National University",KR,10052,1
"GAYANET-AS-KR CJ Hello Co., Ltd.",KR,10066,1
"UNIGATE-OVERSEA-IX-AP PEER WITH OVERSEA ISP",TW,10085,1
"SCV-AS-AP StarHub Cable Vision Ltd",SG,10091,1
"BRUNET-ASN BruNet - Telekom Brunei Berhad",BN,10094,1
"EXETEL-AS-AP Exetel Pty Ltd",AU,10143,1
"TATA-AS Tata Communications Ltd",IN,10199,1
"CABLEONE - CABLE ONE, INC.",US,11492,1
"Universidad Simon Bolivar",VE,11694,1
"GOLDENTELECOM-UKRAINE ""Kyivstar"" PJSC",UA,12530,1
IPO-EU,SE,12552,1
ASGHOSTNET,DE,12586,1
AS12593,UA,12593,1
"TELECABLE Spain",ES,12946,1
HWNG,NL,12989,1
AS13032,UA,13032,1
"ZEN-AS Zen Internet Plexus Network - UK",GB,13037,1
"TNG-AS TNG Stadtnetz GmbH",DE,13101,1
AS131278,BD,131278,1
"VIETNAMHOST-AS-VN Masters Technology Corporation",VN,131404,1
AS131562,CN,131562,1
"IDNIC-JALANET-AS-ID PT. Jupiter Jala Arta",ID,131775,1
"REALMOVE-AS-AP Realmove Company Limited",TH,132061,1
"ICTA-LK Information and Communication Technology Agency of Sri Lanka",LK,132124,1
"COMBINEDSOFT-AS-AP Combined Soft",BD,132622,1
"IDNIC-CBNCLOUD-AS-ID PT. Cyberindo Mega Persada",ID,132644,1
"VIHAAN-AS-IN Vihaan Telecommunication Pvt. Ltd.",IN,132923,1
"AKSHAYCMN-AS RGV Akshay communication Pvt. Ltd.",IN,132961,1
"UNICOM-CN China Unicom IP network",CN,133118,1
AS133441,HK,133441,1
"MULTINET-IN Multinet (Udaipur) Private Limited",IN,133469,1
"HBSGZB-AS Home Broadband Services LLP",IN,133711,1
"YPT-AS YPT Entertainment House Pvt Ltd",IN,133715,1
"IBST-AS-ID PT Inti Bangun Sejahtera, tbk",ID,133811,1
"ULTRANET-AS Ultranet services private limited",IN,134026,1
"ICENET-AS-IN INFONET COMM ENTERPRISES",IN,134032,1
"EXPL-AS-IN ETHERNET XPRESS PVT. LTD.",IN,134053,1
"RAINBOW-HK Rainbow network limited",HK,134121,1
"SAMONLINE-AS-AP Mizanur Rahman t/a SAM ONLINE",BD,134146,1
"SBN-ISP-AS-AP Super Broadband Network Company Limited",TH,134240,1
"OXYNET-AS Oxynet Telecommunications Private Limited",IN,134302,1
